20:39:27.394094 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.447362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.725070 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2869940821, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.782699 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.880074 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:28.098322 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.098743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.160645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.246514 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.246886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.295929 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.393101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.393429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.407236 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.628838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.629195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.704360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755620 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755926 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.824533 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.915682 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:28.916004 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042490 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.234980 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.235268 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.495350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 9080, options [nop,nop,TS val 785271 ecr 1004417,nop,nop,sack 1 {14281:15709},mptcp dss ack 1969139734], length 0
20:40:46.368914 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 836809, win 24424, options [nop,nop,TS val 862143 ecr 1082026,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.369182 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 836809, win 24424, options [nop,nop,TS val 862143 ecr 1082026,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.407371 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861709 ecr 1079534,nop,nop,sack 2 {855373:858229}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.516668 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 842521, win 24424, options [nop,nop,TS val 862248 ecr 1082173,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.516956 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 842521, win 24424, options [nop,nop,TS val 862248 ecr 1082173,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.612648 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861847 ecr 1079534,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.621198 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862354 ecr 1082301,nop,nop,sack 1 {855373:859657},mptcp dss ack 1972162810], length 0
20:40:46.621403 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862354 ecr 1082301,nop,nop,sack 1 {855373:859657},mptcp dss ack 1972162810], length 0
20:40:46.723453 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862499 ecr 1082301,nop,nop,sack 1 {855373:861085},mptcp dss ack 1972162810], length 0
20:40:46.723701 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862499 ecr 1082301,nop,nop,sack 1 {855373:861085},mptcp dss ack 1972162810], length 0
20:40:46.784402 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 833953, win 24424, options [nop,nop,TS val 861980 ecr 1081719,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.824101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862597 ecr 1082301,nop,nop,sack 1 {855373:862513},mptcp dss ack 1972162810], length 0
20:40:46.824344 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862597 ecr 1082301,nop,nop,sack 1 {855373:862513},mptcp dss ack 1972162810], length 0
20:40:46.946280 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 836809, win 24424, options [nop,nop,TS val 862143 ecr 1082026,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.971204 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862747 ecr 1082301,nop,nop,sack 1 {855373:863941},mptcp dss ack 1972162810], length 0
20:40:46.971433 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862747 ecr 1082301,nop,nop,sack 1 {855373:863941},mptcp dss ack 1972162810], length 0
20:40:47.052712 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 842521, win 24424, options [nop,nop,TS val 862248 ecr 1082173,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:47.104659 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 863941, win 24335, options [nop,nop,TS val 862880 ecr 1082820,mptcp dss ack 1972162810], length 0
20:40:47.104928 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 863941, win 24335, options [nop,nop,TS val 862880 ecr 1082820,mptcp dss ack 1972162810], length 0
20:40:47.189331 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 865369, win 24335, options [nop,nop,TS val 862965 ecr 1082965,mptcp dss ack 1972162810], length 0
20:40:47.189537 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 865369, win 24335, options [nop,nop,TS val 862965 ecr 1082965,mptcp dss ack 1972162810], length 0
20:40:47.230702 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862354 ecr 1082301,nop,nop,sack 1 {855373:859657},mptcp dss ack 1972162810], length 0
20:40:47.324924 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 866797, win 24335, options [nop,nop,TS val 863101 ecr 1083188,mptcp dss ack 1972162810], length 0
20:40:47.325153 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 866797, win 24335, options [nop,nop,TS val 863101 ecr 1083188,mptcp dss ack 1972162810], length 0
20:40:47.338692 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862499 ecr 1082301,nop,nop,sack 1 {855373:861085},mptcp dss ack 1972162810], length 0
20:40:47.459908 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862597 ecr 1082301,nop,nop,sack 1 {855373:862513},mptcp dss ack 1972162810], length 0
20:40:47.489813 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 853945, win 24335, options [nop,nop,TS val 862747 ecr 1082301,nop,nop,sack 1 {855373:863941},mptcp dss ack 1972162810], length 0
20:40:47.534712 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 868225, win 24335, options [nop,nop,TS val 863310 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:47.534965 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 868225, win 24335, options [nop,nop,TS val 863310 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:47.603996 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 863941, win 24335, options [nop,nop,TS val 862880 ecr 1082820,mptcp dss ack 1972162810], length 0
20:40:47.684164 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 869653, win 24335, options [nop,nop,TS val 863460 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:47.684416 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 869653, win 24335, options [nop,nop,TS val 863460 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:47.730829 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 865369, win 24335, options [nop,nop,TS val 862965 ecr 1082965,mptcp dss ack 1972162810], length 0
20:40:47.807048 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 866797, win 24335, options [nop,nop,TS val 863101 ecr 1083188,mptcp dss ack 1972162810], length 0
20:40:47.829767 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 871081, win 24335, options [nop,nop,TS val 863596 ecr 1083481,mptcp dss ack 1972162810], length 0
20:40:47.830023 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 871081, win 24335, options [nop,nop,TS val 863596 ecr 1083481,mptcp dss ack 1972162810], length 0
20:40:47.955694 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 872509, win 24543, options [nop,nop,TS val 863732 ecr 1083588,mptcp dss ack 1972314178], length 0
20:40:47.955968 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 872509, win 24543, options [nop,nop,TS val 863732 ecr 1083588,mptcp dss ack 1972314178], length 0
20:40:47.996360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 868225, win 24335, options [nop,nop,TS val 863310 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:48.069012 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 873937, win 24558, options [nop,nop,TS val 863843 ecr 1083740,mptcp dss ack 1972321318], length 0
20:40:48.069233 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 873937, win 24558, options [nop,nop,TS val 863843 ecr 1083740,mptcp dss ack 1972321318], length 0
20:40:48.104362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 869653, win 24335, options [nop,nop,TS val 863460 ecr 1083320,mptcp dss ack 1972162810], length 0
20:40:48.187781 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 871081, win 24335, options [nop,nop,TS val 863596 ecr 1083481,mptcp dss ack 1972162810], length 0
20:40:48.197183 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 875365, win 24576, options [nop,nop,TS val 863973 ecr 1083874,mptcp dss ack 1972321318], length 0
20:40:48.197431 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 875365, win 24576, options [nop,nop,TS val 863973 ecr 1083874,mptcp dss ack 1972321318], length 0
20:40:48.273691 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 872509, win 24543, options [nop,nop,TS val 863732 ecr 1083588,mptcp dss ack 1972314178], length 0
20:40:48.329773 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 876793, win 24576, options [nop,nop,TS val 864100 ecr 1084025,mptcp dss ack 1972321318], length 0
20:40:48.330026 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 876793, win 24576, options [nop,nop,TS val 864100 ecr 1084025,mptcp dss ack 1972321318], length 0
20:40:48.425508 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 873937, win 24558, options [nop,nop,TS val 863843 ecr 1083740,mptcp dss ack 1972321318], length 0
20:40:48.453934 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 878221, win 24576, options [nop,nop,TS val 864230 ecr 1084030,mptcp dss ack 1972321318], length 0
20:40:48.454183 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 878221, win 24576, options [nop,nop,TS val 864230 ecr 1084030,mptcp dss ack 1972321318], length 0
20:40:48.546786 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 875365, win 24576, options [nop,nop,TS val 863973 ecr 1083874,mptcp dss ack 1972321318], length 0
20:40:48.586104 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 879649, win 24576, options [nop,nop,TS val 864362 ecr 1084139,mptcp dss ack 1972321318], length 0
20:40:48.586380 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 879649, win 24576, options [nop,nop,TS val 864362 ecr 1084139,mptcp dss ack 1972321318], length 0
20:40:48.676747 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 876793, win 24576, options [nop,nop,TS val 864100 ecr 1084025,mptcp dss ack 1972321318], length 0
20:40:48.719374 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 878221, win 24576, options [nop,nop,TS val 864230 ecr 1084030,mptcp dss ack 1972321318], length 0
20:40:48.738550 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 881077, win 24576, options [nop,nop,TS val 864509 ecr 1084266,mptcp dss ack 1972321318], length 0
20:40:48.738755 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 881077, win 24576, options [nop,nop,TS val 864509 ecr 1084266,mptcp dss ack 1972321318], length 0
20:40:48.817559 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 879649, win 24576, options [nop,nop,TS val 864362 ecr 1084139,mptcp dss ack 1972321318], length 0
20:40:48.830489 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 882505, win 24576, options [nop,nop,TS val 864606 ecr 1084342,mptcp dss ack 1972321318], length 0
20:40:48.830712 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 882505, win 24576, options [nop,nop,TS val 864606 ecr 1084342,mptcp dss ack 1972321318], length 0
20:40:48.944146 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 883933, win 24576, options [nop,nop,TS val 864719 ecr 1084532,mptcp dss ack 1972321318], length 0
20:40:48.944346 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 883933, win 24576, options [nop,nop,TS val 864719 ecr 1084532,mptcp dss ack 1972321318], length 0
20:40:48.984118 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 881077, win 24576, options [nop,nop,TS val 864509 ecr 1084266,mptcp dss ack 1972321318], length 0
20:40:49.119539 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 885361, win 24576, options [nop,nop,TS val 864893 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.119793 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 885361, win 24576, options [nop,nop,TS val 864893 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.148140 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 882505, win 24576, options [nop,nop,TS val 864606 ecr 1084342,mptcp dss ack 1972321318], length 0
20:40:49.257947 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 888217, win 24576, options [nop,nop,TS val 865033 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.258195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 888217, win 24576, options [nop,nop,TS val 865033 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.303237 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 883933, win 24576, options [nop,nop,TS val 864719 ecr 1084532,mptcp dss ack 1972321318], length 0
20:40:49.417538 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 885361, win 24576, options [nop,nop,TS val 864893 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.519523 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 891073, win 24576, options [nop,nop,TS val 865296 ecr 1084809,mptcp dss ack 1972321318], length 0
20:40:49.519705 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 891073, win 24576, options [nop,nop,TS val 865296 ecr 1084809,mptcp dss ack 1972321318], length 0
20:40:49.559549 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 888217, win 24576, options [nop,nop,TS val 865033 ecr 1084639,mptcp dss ack 1972321318], length 0
20:40:49.704384 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 891073, win 24576, options [nop,nop,TS val 865296 ecr 1084809,mptcp dss ack 1972321318], length 0
20:40:49.811350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 895357, win 24216, options [nop,nop,TS val 865585 ecr 1085082,mptcp dss ack 1972358446], length 0
20:40:49.811556 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 895357, win 24216, options [nop,nop,TS val 865585 ecr 1085082,mptcp dss ack 1972358446], length 0
20:40:49.841364 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 895357, win 24216, options [nop,nop,TS val 865585 ecr 1085082,mptcp dss ack 1972358446], length 0
20:40:50.162576 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 899641, win 24216, options [nop,nop,TS val 865938 ecr 1085352,mptcp dss ack 1972358446], length 0
20:40:50.162803 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 899641, win 24216, options [nop,nop,TS val 865938 ecr 1085352,mptcp dss ack 1972358446], length 0
20:40:50.169788 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 899641, win 24216, options [nop,nop,TS val 865938 ecr 1085352,mptcp dss ack 1972358446], length 0
20:40:50.383671 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 902497, win 24491, options [nop,nop,TS val 866159 ecr 1085839,mptcp dss ack 1972424134], length 0
20:40:50.383869 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 902497, win 24491, options [nop,nop,TS val 866159 ecr 1085839,mptcp dss ack 1972424134], length 0
20:40:50.397719 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 902497, win 24491, options [nop,nop,TS val 866159 ecr 1085839,mptcp dss ack 1972424134], length 0
20:40:50.563342 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 905353, win 24525, options [nop,nop,TS val 866338 ecr 1086095,mptcp dss ack 1972429846], length 0
20:40:50.563585 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 905353, win 24525, options [nop,nop,TS val 866338 ecr 1086095,mptcp dss ack 1972429846], length 0
20:40:50.608670 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 905353, win 24525, options [nop,nop,TS val 866338 ecr 1086095,mptcp dss ack 1972429846], length 0
20:40:50.753628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866529 ecr 1086095,nop,nop,sack 1 {908209:909637},mptcp dss ack 1972436986], length 0
20:40:50.753876 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866529 ecr 1086095,nop,nop,sack 1 {908209:909637},mptcp dss ack 1972436986], length 0
20:40:50.770019 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866529 ecr 1086095,nop,nop,sack 1 {908209:909637},mptcp dss ack 1972436986], length 0
20:40:50.878355 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866633 ecr 1086095,nop,nop,sack 1 {908209:911065},mptcp dss ack 1972436986], length 0
20:40:50.878594 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866633 ecr 1086095,nop,nop,sack 1 {908209:911065},mptcp dss ack 1972436986], length 0
20:40:50.937143 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866633 ecr 1086095,nop,nop,sack 1 {908209:911065},mptcp dss ack 1972436986], length 0
20:40:50.992485 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866766 ecr 1086095,nop,nop,sack 1 {908209:912493},mptcp dss ack 1972436986], length 0
20:40:50.992739 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866766 ecr 1086095,nop,nop,sack 1 {908209:912493},mptcp dss ack 1972436986], length 0
20:40:51.116651 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866867 ecr 1086095,nop,nop,sack 1 {908209:913921},mptcp dss ack 1972436986], length 0
20:40:51.116879 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866867 ecr 1086095,nop,nop,sack 1 {908209:913921},mptcp dss ack 1972436986], length 0
20:40:51.149489 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866766 ecr 1086095,nop,nop,sack 1 {908209:912493},mptcp dss ack 1972436986], length 0
20:40:51.222375 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866997 ecr 1086095,nop,nop,sack 1 {908209:915349},mptcp dss ack 1972436986], length 0
20:40:51.222667 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866997 ecr 1086095,nop,nop,sack 1 {908209:915349},mptcp dss ack 1972436986], length 0
20:40:51.263031 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866867 ecr 1086095,nop,nop,sack 1 {908209:913921},mptcp dss ack 1972436986], length 0
20:40:51.347010 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867122 ecr 1086095,nop,nop,sack 1 {908209:916777},mptcp dss ack 1972436986], length 0
20:40:51.347269 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867122 ecr 1086095,nop,nop,sack 1 {908209:916777},mptcp dss ack 1972436986], length 0
20:40:51.433477 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 866997 ecr 1086095,nop,nop,sack 1 {908209:915349},mptcp dss ack 1972436986], length 0
20:40:51.460476 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867122 ecr 1086095,nop,nop,sack 1 {908209:916777},mptcp dss ack 1972436986], length 0
20:40:51.497320 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867273 ecr 1086095,nop,nop,sack 1 {908209:918205},mptcp dss ack 1972436986], length 0
20:40:51.497509 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867273 ecr 1086095,nop,nop,sack 1 {908209:918205},mptcp dss ack 1972436986], length 0
20:40:51.572169 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867273 ecr 1086095,nop,nop,sack 1 {908209:918205},mptcp dss ack 1972436986], length 0
20:40:51.674664 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 906781, win 24525, options [nop,nop,TS val 867450 ecr 1086095,nop,nop,sack 1 {908209:919633},mptcp dss ack 1972436986], length 0
